locName,region
Villa Serrano,Magallanes
Petroglifos Quebrada De Culimo,Coquimbo
"S-36, Carahue, Araucanía, CL (-38.696, -73.293)",Araucanía
Plaza de Purén,Araucanía
Caleta Punta Lagarto,Antofagasta
Casa Rene,Valparaíso
"12602 El Toyo, San José de Maipo, Región Metropolitana, CL (-33.593, -70.472)",Región Metropolitana de Santiago
"V-155, Llanquihue, Los Lagos, CL (-41,222, -73,023)",Los Lagos
"Calafquen y Panguipulli, Linares",Maule
"Camino El Toyo, San José de Maipo, Región Metropolitana, CL (-33.599, -70.367)",Región Metropolitana de Santiago
"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",Los Lagos
"Puerto Montt, Los Lagos, CL (-41.442, -72.916)",Los Lagos
"Camino Acceso Playa Los Chonos, Ancud, Los Lagos, CL (-41.846, -74.035)",Los Lagos
Mirador Saltos De Nilahue,Los Ríos
"5503423, Cochamó CL-Los Lagos -42.06721, -71.86008",Los Lagos
Bahía Corral,Los Ríos
"Santiago Flores, Arica CL-Arica y Parinacota -18.51053, -70.22786",Arica y Parinacota
"Cochrane, Aysén, CL (-47,073, -72,204)",Aisén del General Carlos Ibáñez del Campo
"Sendero 7 Lagunas PN Patagonia, Aysén, CL (-47,072, -72,202)",Aisén del General Carlos Ibáñez del Campo
La Silla (boulder Escalada),Región Metropolitana de Santiago
Base de Las Torres,Magallanes
"Puesto Tejuela, Aysén, CL (-47,175, -72,365)",Aisén del General Carlos Ibáñez del Campo
"377 Noruega, Valdivia, Los Ríos, CL (-39.836, -73.243)",Los Ríos
Quebrada de las Petras,Valparaíso
"5520563, Puerto Varas CL-Los Lagos -41.27951, -72.78256",Los Lagos
"Panamericana Sur, El Bosque, Los Lagos, CL (-41.662, -73.316)",Los Lagos
"Chorrillos y Presidente Ibáñez, Linares CL-Maule",Maule
"Cala Vicuña, Zapallar, Valparaíso, CL (-32,588, -71,445)",Valparaíso
Humedal Al Sur laguna Adelia,Aisén del General Carlos Ibáñez del Campo
"La Marina, Chorriadero, Maule, CL (-35,799, -72,568)",Maule
"Puelo - Lago Tagua Tagua, Cochamó CL-Los Lagos -41.63930, -72.24716",Los Lagos
Condominio Las Pircas,Atacama
Laguna Norte Lag. Vizcacha,Aisén del General Carlos Ibáñez del Campo
"Fundo Teja Norte, Valdivia, Los Ríos, CL (-39,803, -73,258)",Los Ríos
"4026 Irene Morales, Antofagasta, Antofagasta, CL (-23.634, -70.396)",Antofagasta
"Laguna Cerca laguna Guagua PN Paragonia, Aysén, CL (-47,132, -72,298)",Aisén del General Carlos Ibáñez del Campo
"21 de Mayo, Punta Arenas CL-Magallanes and Antartica Chilena -53.17061, -70.91668",Magallanes
"Torres de Paine, Magallanes y la Antártica Chilena, CL (-50.854, -72.701)",Magallanes
"108 Y-156, Amarga, Magallanes y la Antártica Chilena, CL (-50.985, -72.807)",Magallanes
"Ruta 215, Osorno, Los Lagos, CL (-40.603, -72.996)",Los Lagos
Jumbo Arica,Arica y Parinacota
PN Torres de Paine--Sendero Aonikenk,Magallanes
"499 Avenida España, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53.155, -70.908)",Magallanes
"Laguna Elefantita PN Patagonia, Aysén, CL (-47,184, -72,492)",Aisén del General Carlos Ibáñez del Campo
"4464 Los Químicos, Puente Alto, Región Metropolitana, CL (-33.559, -70.554)",Región Metropolitana de Santiago
"662 Termas de Socos, Copiapó, Atacama, CL (-27.35, -70.35)",Atacama
"75 Los Pinos, Pelluhue, Maule, CL (-35,797, -72,565)",Maule
Malalcahuello- Cañadón Vergara,Araucanía
"CL (-52.379, -69.131)",Magallanes
"Arica, Arica y Parinacota, CL (-18.691, -70.213)",Arica y Parinacota
"Zoo Linares, Linares CL-Maule",Maule
"F-218, Ritoque, Valparaíso, CL (-32.828, -71.528)",Valparaíso
"CL (-52.696, -71.712)",Magallanes
"Cochamo, Los Lagos, CL (-41,684, -72,324)",Los Lagos
"Ruta S/R Balneario Coya, Maria Elena, Antofagasta, CL (-22.397, -69.529)",Antofagasta
"V-510, Los Muermos, Los Lagos, CL (-41,506, -73,744)",Los Lagos
"Vía sin nombre, Fresia, Los Lagos, CL (-41,249, -73,538)",Los Lagos
Laguna La Pepa,Aisén del General Carlos Ibáñez del Campo
"Parque Nacional Torres del Paine, Torres del Paine CL-Magallanes y de la Antártica Chilena -50.97101, -72.87413",Magallanes
"Chena, San Bernardo",Región Metropolitana de Santiago
"Cochrane, Aysén, CL (-47,175, -72,373)",Aisén del General Carlos Ibáñez del Campo
"Camarones, Arica y Parinacota, CL (-18.901, -70.183)",Arica y Parinacota
"Los Lagos, Los Ríos, CL (-39,864, -72,334)",Los Ríos
Lagunas en 2ª Faja Pitrufquen,Araucanía
"Esmeralda 582, Perquenco CL-La Araucanía (-38.4205,-72.3797)",Araucanía
"Ruta 9 N: Punta Arenas - Puerto Natales - Río Baguales, Punta Arenas CL-Magallanes and Antartica Chilena (-53.0493,-70.8554)",Magallanes
"Puente Palena, Palena, Los Lagos, CL (-43.608, -71.818)",Los Lagos
"A-32, Arica, Arica y Parinacota, CL (-18.751, -70.331)",Arica y Parinacota
"190 Santa Rosa, Puerto Varas, Los Lagos, CL (-41,315, -72,983)",Los Lagos
"3574 Michimalongo, Renca, Región Metropolitana, CL (-33.411, -70.694)",Región Metropolitana de Santiago
"Los Mañios, Cululil, Los Lagos, CL (-41.579, -73.673)",Los Lagos
Quebrada de Vitor--Mirador,Arica y Parinacota
"Vía sin nombre, Maullín, Los Lagos, CL (-41.537, -73.693)",Los Lagos
"Vega Del Tigre, Fundo Las Vertientes Tacamó",Los Lagos
"1227 Avenida Philippi, Frutillar Bajo, Los Lagos, CL (-41,141, -73,025)",Los Lagos
"la peninsula, hacienda los aromos",Valparaíso
"Camino Vecinal Jovita, Puerto Montt, Los Lagos, CL (-41.477, -72.883)",Los Lagos
"A-345, Camarones, Arica y Parinacota, CL (-19.005, -69.857)",Arica y Parinacota
peleco,Bío-Bío
Parque Saval Lagunas,Los Ríos
Mi house,Región Metropolitana de Santiago
Camino el Trebol,Región Metropolitana de Santiago
"C-486, Vallenar, Atacama, CL (-28.638, -70.877)",Atacama
"Laguna al sur laguna Cangrejo PN Patagonia, Aysén, CL (-47,196, -72,524)",Aisén del General Carlos Ibáñez del Campo
"San José del Peumal, Algarrobo CL-Valparaíso -33.35592, -71.63926",Valparaíso
"Laguna Elefantita, PN Patagonia, Aysén, CL (-47,184, -72,497)",Aisén del General Carlos Ibáñez del Campo
Riberas Del Cautín Cajon,Araucanía
CL - Santa Ines Farm,Maule
"H-60, Rengo, O'Higgins, CL (-34,394, -70,908)",Libertador General Bernardo O'Higgins
"Difunta correa, Ruta 60, Los Andes, Valparaíso, CL",Valparaíso
"Dalcahue, Los Lagos, CL (-42.295,-73.741)",Los Lagos
Laguna Estancia Lago Pinto,Magallanes
"329 O'Higgins, Llanquihue, Los Lagos, CL (-41,258, -73,004)",Los Lagos
"Carlos Ibañez del Campo, Pica, Tarapacá, CL (-20.485, -69.318)",Tarapacá
"Ruta 60, Los Andes, Valparaíso, CL (-32,863, -70,173)",Valparaíso
"Vía sin nombre, Pica, Tarapacá, CL (-20.501, -69.333)",Tarapacá
"Camino al Yeso, San José de Maipo CL-Santiago -33.77397, -70.16878",Región Metropolitana de Santiago
"Camino Cascadas, Puerto Octay, Los Lagos, CL (-41.077, -72.621)",Los Lagos
"Panamericana Norte, Chañar, Atacama, CL (-29.151, -70.967)",Atacama
"Vía sin nombre, Osorno, Los Lagos, CL (-40,638, -73,026)",Los Lagos
"Vallenar, Atacama, CL (-29.104, -70.929)",Atacama
"Hualles 2825–3011, Arica CL-Arica y Parinacota -18.49093, -70.28703",Arica y Parinacota
laguna del maule ruta,Maule
"Laguna Caren, Pudahuel, Región Metropolitana, CL (-33.432, -70.844)",Región Metropolitana de Santiago
"Sendero Las Pataguas - Achibueno, Linares CL-Maule",Maule
itata-chacaya,Antofagasta
"Lago De Natri (-42.808,-73.779)",Los Lagos
"Centro Navarro 2, CL (-52.839, -72.662)",Magallanes
"Vía sin nombre, Temuco, Araucanía, CL (-38.728, -72.684)",Araucanía
Periferia Lautaro,Araucanía
"Puerto Octay, Los Lagos, CL (-40,974, -72,88)",Los Lagos
Ruta S11 - Puente Río Cautín,Araucanía
Ruta 915 - Puente Río Cautín,Araucanía
Cerro Cardonal - Antenas Ptm,Los Lagos
"Y-535, San Gregorio, Magallanes y la Antártica Chilena, CL (-52.27, -69.46)",Magallanes
"7 ene. 2022 5:14 p. m.
-18.38, -69.946",Arica y Parinacota
"San Pedro de Atacama, Antofagasta, CL (-22.961, -68.335)",Antofagasta
"Purranque, Los Lagos, CL (-40,822, -72,977)",Los Lagos
"1444 Santa Isabel, Lampa, Región Metropolitana, CL (-33,312, -70,745)",Región Metropolitana de Santiago
"Auto selected -18.27292, -69.58027",Arica y Parinacota
"CL (-52,719, -70,346)",Magallanes
"Navegación Seno Skyring, Río Verde, Magallanes y la Antártica Chilena, CL (-52.762, -72.443)",Magallanes
Río Cruces -- Desembocadura Río Pichoy,Los Ríos
"Humedal Hornopiren, Hualaihué CL-Los Lagos -41.96154, -72.46064",Los Lagos
"Parque Nacional Torres del Paine, Torres del Paine CL-Magallanes y de la Antártica Chilena -50.97571, -72.88040",Magallanes
"Pacific Ocean, Iquique CL-Tarapacá -20.24814, -70.13998",Tarapacá
"Caldera, Atacama, CL (-27.135, -70.874)",Atacama
"Freirina, Atacama, CL (-29.177, -71.487)",Atacama
Faro la Puntilla,Bío-Bío
Camino el Guanaco,Región Metropolitana de Santiago
"652 Pintor Benito Rebolledo, Curicó, Maule, CL (-34,983, -71,232)",Maule
"5700373, Chonchi CL-Los Lagos -42.75801, -73.96492",Los Lagos
Little Birdhouse,Antofagasta
"Lauca National Park, Putre CL-Arica y Parinacota -18.25113, -69.17659",Arica y Parinacota
Laguna Conumo,Bío-Bío
RN Río de Los Cipreses--Sendero Las Arpas,Libertador General Bernardo O'Higgins
"Quintero, Valparaíso, CL (-32.883, -71.501)",Valparaíso
"Sendero Volcán Casablanca, Los Lagos, CL (-40.771, -72.172)",Los Lagos
"335 Pedro Montt, Dalcahue, Los Lagos, CL (-42,381, -73,651)",Los Lagos
"Avenida Ramón Picarte 3045, Valdivia",Los Ríos
"Lauca National Park, Putre CL-Arica y Parinacota -18.21656, -69.30211",Arica y Parinacota
"V-155, Llanquihue, Los Lagos, CL (-41,246, -73,009)",Los Lagos
Quepiaco,Antofagasta
Mesamavida,Maule
"Charca Av El Descanso c/ Pajaritos, Maipú, RM, CL (-33,472, -70,739)",Región Metropolitana de Santiago
"Autopista del Sol, Talagante, Región Metropolitana, CL (-33.69, -70.952)",Región Metropolitana de Santiago
"San Martín, Valdivia, Los Ríos, CL (-39.836, -73.229)",Los Ríos
"CL (-44.484,-72.726)",Aisén del General Carlos Ibáñez del Campo
"Autopista del Sol, San Antonio, Valparaíso, CL (-33.632, -71.391)",Valparaíso
"Cruce Q-630 (Las Nieves) - El Parrón - Perigallo, Yumbel CL-Biobío -37.04793, -72.60450",Bío-Bío
"4510 Ortiga, Puente Alto, Región Metropolitana, CL (-33.559, -70.556)",Región Metropolitana de Santiago
"Humedal Costero de Carrizal Bajo 1610901, Huasco CL-Atacama -28.08741, -71.14254",Atacama
"1271976, Taltal CL-Antofagasta -25.01445, -70.44970",Antofagasta
Camino a Coyhaique alto,Aisén del General Carlos Ibáñez del Campo
Huite,Los Lagos
"Carahue, Araucanía, CL (-38.485, -73.514)",Araucanía
Humedal Piguchen,Maule
"Ruta 9, Natales, Magallanes y la Antártica Chilena, CL (-52.012, -71.988)",Magallanes
"Valdivia, Los Ríos, CL (-39.856, -73.151)",Los Ríos
Playa Vilupulli,Los Lagos
SN Bahía Lomas--Desembocadura Río Side,Magallanes
"Avenida Borgoño 12021–12445, Viña del Mar CL-Valparaíso -32.98771, -71.54645",Valparaíso
"Avenida Costanera del Estrecho, Punta Arenas",Magallanes
Bosque Escondido,Antofagasta
"Sendero Oncol, Valdivia CL-Los Ríos",Los Ríos
CL - Borde el Carrizo,Región Metropolitana de Santiago
"Reserva Nacional Altos de Lircay, San Clemente CL-Maule -35.59945, -71.03744",Maule
Caminata a laguna,Magallanes
"At sea -55.78123, -65.58094",Magallanes
Ruta tercer túnel ferroviario,Valparaíso
"Cruce Q-60-O (Rere) - San Onofre - Hualqui, Hualqui CL-Biobío -37.03788, -72.84560",Bío-Bío
"Ruta 5 Sur, Quellón CL-Los Lagos -43.07798, -73.63186",Los Lagos
"Vía sin nombre, Valparaíso, Valparaíso, CL (-33.099, -71.737)",Valparaíso
"T-55, Los Lagos, Los Ríos, CL (-39.914, -72.693)",Los Ríos
Rio San Pedro,Los Ríos
`puerto rio tranquilo,Aisén del General Carlos Ibáñez del Campo
"Caldera, Atacama, CL (-27,133, -70,871)",Atacama
Camping Lorena,Araucanía
Centro de descubrimiento de la naturaleza-GAAP,Los Ríos
"Virgen De La Cascada (-45.458, -72.373)",Aisén del General Carlos Ibáñez del Campo
Rincón Del Carmen,Región Metropolitana de Santiago
"149 Panamericana Norte, Copiapó, Atacama, CL (-27,329, -70,391)",Atacama
"Camino A Panguipulli, Villarica, Araucanía, CL (-39.492, -72.185)",Araucanía
"5865 Avenida Paseo Pie Andino, Lo Barnechea, Región Metropolitana, CL (-33.324, -70.539)",Región Metropolitana de Santiago
"2000 General Baquedano, Coyhaique, Aysén, CL (-45,572, -72,045)",Aisén del General Carlos Ibáñez del Campo
"Puente Las Bandurrias (-45.54,-71.918)",Aisén del General Carlos Ibáñez del Campo
"Puerto Octay, Los Lagos, CL (-40.979, -72.881)",Los Lagos
santuario el cañi,Araucanía
"W-236, Ancud, Los Lagos, CL (-41.817, -73.973)",Los Lagos
"Nardos 2057, Olmué CL-Valparaíso -32.99748, -71.18892",Valparaíso
Isla AUCAR Quemchi.,Los Lagos
Mirador D-53,Araucanía
L831 - Parral,Maule
"439 Los Creadores, Temuco, Araucanía, CL (-38,713, -72,654)",Araucanía
Río Blanco--Cascada,Los Lagos
"Cascada San Juan, Quebrada de Macul, Peñalolén, Región Metropolitana, CL (-33.5, -70.484)",Región Metropolitana de Santiago
el maqui,Aisén del General Carlos Ibáñez del Campo
"Vía sin nombre, Valparaíso, Valparaíso, CL (-33.1, -71.736)",Valparaíso
Ruta N85 - Pemuco,Ñuble
OOLL,Tarapacá
"6000281, Aysén CL-Aysén del General Carlos Ibáñez del Campo -45.40394, -72.48392",Aisén del General Carlos Ibáñez del Campo
"Ruta 5 Sur, Loncoche CL-La Araucanía",Araucanía
"Camino a Tromén, Temuco CL-La Araucanía (-38.7187,-72.6713)",Araucanía
"Estero Tregualemu, Pullay",Maule
"Autopista del Sol, Maipú, Región Metropolitana, CL (-33,543, -70,804)",Región Metropolitana de Santiago
"Autopista del Sol, Talagante, Región Metropolitana, CL (-33,659, -70,897)",Región Metropolitana de Santiago
"478, Temuco CL-La Araucanía -38.71627, -72.75289",Araucanía
"Ruta 5 Sur, Los Lagos CL-Los Ríos",Los Ríos
"Sector Seis Lagunas (-45.705,-72.187)",Aisén del General Carlos Ibáñez del Campo
Playa Cheuque,Los Ríos
"Chile-Beagle Channel-Isla Lennox (-55.3, -66.75)",Magallanes
"Isla Quihua, Calbuco CL-Los Lagos -41.79436, -73.20749",Los Lagos
"Magallanes and Chilean Antarctica, CL (-54.937, -67.358)",Magallanes
"Ruta 9 N: Punta Arenas - Puerto Natales - Río Baguales, Torres del Paine CL-Magallanes and Antartica Chilena -51.01625, -72.50748",Magallanes
"Planta Valdivia, Arauco — Humedal Centinela",Los Ríos
Trañi Trañi,Araucanía
"Vía sin nombre, Villarrica, Araucanía, CL (-39.37, -72.404)",Araucanía
"La Serena, Coquimbo, CL (-29.929, -71.09)",Coquimbo
Chile-Pto Williams-wharf,Magallanes
"112 La Quebrada, Algarrobo, Valparaíso, CL (-33,393, -71,663)",Valparaíso
"Ruta 27, San Pedro de Atacama, Antofagasta, CL (-22.992, -67.629)",Antofagasta
"Ruta 27, San Pedro de Atacama, Antofagasta, CL (-22.92, -68.105)",Antofagasta
"La Serena, Coquimbo, CL (-29.921, -71.097)",Coquimbo
Toltén Estuario,Araucanía
"Pasaje Soza, San Pedro de Atacama, Antofagasta, CL (-22.929, -68.201)",Antofagasta
"Costanera, Panguipulli CL-Los Ríos -39.64361, -72.32455",Los Ríos
"4493 Los Exportadores, Puente Alto, Región Metropolitana, CL (-33.559, -70.557)",Región Metropolitana de Santiago
"Navegación Seno Skyring, CL (-52.63, -72.173)",Magallanes
"617 Ignacio Carrera Pinto, San Pedro de Atacama, Antofagasta, CL (-22.913, -68.195)",Antofagasta
Indefinite Offshore Anchorage,Magallanes
"Cruce Ruta 115 CH (San Miguel) - Cruce K-15 (Punta de Diamante), San Clemente CL-Maule -35.49562, -71.32068",Maule
"5 Lo Fontecilla, Lampa, Región Metropolitana, CL (-33,224, -70,833)",Región Metropolitana de Santiago
"Chillán, Región del Bío Bío, CL (-36.624, -72.068)",Ñuble
Isla Teja--Camino de Luna,Los Ríos
"Lago Zenteno (-45.608,-72.544)",Aisén del General Carlos Ibáñez del Campo
"Ruta 68, Pudahuel, Región Metropolitana, CL (-33.445, -70.863)",Región Metropolitana de Santiago
"La Serena, Coquimbo, CL (-29.938, -71.095)",Coquimbo
"B-245, San Pedro de Atacama, Antofagasta, CL (-22.697, -68.044)",Antofagasta
"La Serena, Coquimbo, CL (-29.938, -71.077)",Coquimbo
Playa grande Niebla,Los Ríos
"B-245, Machuca, Antofagasta, CL (-22.572, -68.042)",Antofagasta
"41 Nva La Parva, Farellones, Región Metropolitana, CL (-33,335, -70,291)",Región Metropolitana de Santiago
"3220181, Vichuquén CL-Maule -34.82393, -72.06606",Maule
Laguna Estancia Skyring,Magallanes
"2025 Alfonso Brintrup, Puerto Varas, Los Lagos, CL (-41,333, -72,988)",Los Lagos
"Calle Hunneus Salas, Coltauco, O'Higgins, CL (-34.264, -71.008)",Libertador General Bernardo O'Higgins
"1065 Carlos Condell, Puerto Aysen, Aysén, CL (-45,396, -72,69)",Aisén del General Carlos Ibáñez del Campo
"Y-50, Los Coipos, Magallanes y la Antártica Chilena, CL (-52.793, -71.102)",Magallanes
"Vía sin nombre, Puente Alto, Región Metropolitana, CL (-33.579, -70.508)",Región Metropolitana de Santiago
"Y-50, Río Verde, Magallanes y la Antártica Chilena, CL (-52.723, -71.362)",Magallanes
"Plaza Prat, Iquique CL-Tarapacá",Tarapacá
"5603 Avenida Iquique, Antofagasta, Antofagasta, CL (-23.619, -70.391)",Antofagasta
"Auto selected -39.19067, -73.19026",Araucanía
"Lago Elizalde (-45.776,-72.176)",Aisén del General Carlos Ibáñez del Campo
"Y-50, Maria Felicinda, Magallanes y la Antártica Chilena, CL (-52.561, -71.735)",Magallanes
"Cruce D-201 (Islón) - Almirante Latorre - Cruce D-215 (Viñita Baja), La Serena CL-Coquimbo -29.80161, -71.07771",Coquimbo
Ruta 5 Freire,Araucanía
"2661712, San Antonio CL-Valparaíso -33.60645, -71.62386",Valparaíso
"P-22, Arauco, Bío Bío, CL (-37,235, -73,459)",Bío-Bío
Isla Juan,Magallanes
Lonquimay - Quinquén,Araucanía
Valle Alegre,Valparaíso
Laguna Esmeralda,Bío-Bío
"1605 Y-340, Puerto Natales, Magallanes y la Antártica Chilena, CL (-51.741, -72.497)",Magallanes
"Vía sin nombre, San Pedro de Atacama, Antofagasta, CL (-22.873, -68.219)",Antofagasta
"1000 Avenida Costanera del Estrecho de Magallanes, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53.165, -70.902)",Magallanes
"Bosque de Tamarugos, Pozo Almonte CL-Tarapacá",Tarapacá
"5503423, Puerto Montt CL-Los Lagos -41.49697, -72.85433",Los Lagos
"B-245, Guatin, Antofagasta, CL (-22.727, -68.054)",Antofagasta
"B-245, Guatin, Antofagasta, CL (-22.705, -68.048)",Antofagasta
"Vía sin nombre, Coronel, CL (-36.971, -73.524)",Bío-Bío
"Cruce Ruta 115 CH (San Miguel) - Cruce K-15 (Punta de Diamante), San Clemente CL-Maule -35.49583, -71.32050",Maule
El Manzano--Punta Negra,Maule
Plaza en Nostradamus,Región Metropolitana de Santiago
"7300 N-569, Chillan, Bío Bío, CL (-36.677, -72.003)",Ñuble
"Carlos Condell, Copiapó CL-Atacama -27.36170, -70.31019",Atacama
Lonquimay - Mirador de los Volcanes,Araucanía
"Curaco - Punta Huenao, Curaco de Vélez CL-Los Lagos -42.46482, -73.63699",Los Lagos
"Isla Quinchao, Curaco de Vélez CL-Los Lagos -42.46526, -73.63793",Los Lagos
"Hotel Ibis, Valparaiso",Valparaíso
Valle Dorado,Atacama
Río Pérez,Magallanes
"Cruce Ruta 5 - La Tirana - La Huayca - Matilla - Pica, Pozo Almonte CL-Tarapacá",Tarapacá
"Cruce Ruta 5 (Sara) - La Tirana - La Huayca - Matilla - Pica, Pozo Almonte CL-Tarapacá",Tarapacá
"4 Bulnes, Curaco de Vélez, Los Lagos, CL (-42.44, -73.604)",Los Lagos
"1143 Intendente Félix García Videla, Valdivia, Los Ríos, CL (-39,848, -73,24)",Los Ríos
RN Magallanes--Circuito Las Lengas,Magallanes
Parque Valle del Yeso - Vega con afloramiento de agua,Región Metropolitana de Santiago
Pelágico — Reserva Pingüino de Humboldt,Coquimbo
Laguna Chepical,Valparaíso
Humedal Tranaman,Araucanía
Parque Valle del Yeso - Termas del Plomo,Región Metropolitana de Santiago
Parque Valle del Yeso - Entrada,Región Metropolitana de Santiago
"Villa Saltos del Molco, Villarrica CL-Araucania Region (-39.2999,-72.0952)",Araucanía
"Copahue 2735, Copiapó CL-Atacama -27.37641, -70.30411",Atacama
"Ruta 5 Sur, Puerto Montt CL-Los Lagos -41.41080, -72.95736",Los Lagos
"CL (-54.918, -68.457)",Magallanes
"Ruta 5 Sur, Calbuco CL-Los Lagos -41.73036, -73.38004",Los Lagos
"1880 G-892-I, Litueche, O'Higgins, CL (-34,124, -71,751)",Libertador General Bernardo O'Higgins
"Coyhaique, Aysén, CL (-45,546, -71,855)",Aisén del General Carlos Ibáñez del Campo
"233 Avenida Arturo Prat, Valdivia, Los Ríos, CL (-39,807, -73,246)",Los Ríos
"5220144, Paillaco CL-Los Ríos -40.11130, -72.62480",Los Ríos
"Coelemu, Ñuble, CL (-36,394, -72,854)",Ñuble
Camino acceso Reserva Nacional Altos de Lircay,Maule
"285 Manzanal, Puerto Montt, Los Lagos, CL (-41.473, -72.956)",Los Lagos
"1356 Maroto, Concón, Valparaíso, CL (-32,921, -71,508)",Valparaíso
Paso Ancho - Paso de Hambre,Magallanes
"Sendero Las Piedras (-45.525,-72.05)",Aisén del General Carlos Ibáñez del Campo
"3220181, Vichuquén CL-Maule -34.82407, -72.06646",Maule
"Cima del Cerro Cinchao (-45.514,-72.029)",Aisén del General Carlos Ibáñez del Campo
Homecenter Valdivia,Los Ríos
Drake Passage - Pelagic,Magallanes
Paniri,Antofagasta
"Playa Grande, Coquimbo, Coquimbo, CL (-30.303, -71.579)",Coquimbo
"Avenida Pacífico 313, La Serena CL-Coquimbo -29.93531, -71.28113",Coquimbo
PN Yendegaia--Caleta 2 de Mayo,Magallanes
"Vía sin nombre, Amarga, Magallanes y la Antártica Chilena, CL (-50,975, -72,802)",Magallanes
"Lakutaia Hotel, Puerto Williams, Magellanes, Chilena",Magallanes
"Agular Glacier,Timaukel, Magallanes y la Antártica Chilena, CL (-54.444, -70.49)",Magallanes
EcoCamp Torres del Paine,Magallanes
Autopista del Sol (Malvilla),Valparaíso
Río Cayumapu--Puente Cayumapu,Los Ríos
Sector Portezuelo,Maule
"Cautín Boroa - Cautín Boroa, Nueva Imperial CL-La Araucanía -38.77004, -72.87864",Araucanía
"Antofagasta, Antofagasta, CL (-24.035, -70.446)",Antofagasta
Tacamó,Los Lagos
"30 Obispo Donoso, Providencia, Región Metropolitana, CL (-33,437, -70,629)",Región Metropolitana de Santiago
"Cruce Casa de Lata Ruta 5 Sur, Río Negro",Los Lagos
"Ruta 5 Sur (Área de Servicio Chahuilco), Río Negro",Los Lagos
"Ruta 5 Sur (Trébol U-598 U-705), Rio Negro",Los Lagos
"Ruta 5 Sur (Entrada a Ruta U-500), Río Negro",Los Lagos
"Camino Lateral Ruta 5, Frutillar CL-Los Lagos",Los Lagos
"Gimnasio Municipal, Puerto Varas CL-Los Lagos",Los Lagos
"Ralun, Escuela - Iglesia",Los Lagos
"Panamericana Norte, Vallenar, Atacama, CL (-28.777, -70.781)",Atacama
"Lomas de Mantagua Sur, Quintero, Valparaíso, CL (-32.846, -71.478)",Valparaíso
"33 Avenida Costanera, Vallenar, Atacama, CL (-28.578, -70.768)",Atacama
"273 Avenida Manuel Montt, Providencia, Región Metropolitana, CL (-33.431, -70.619)",Región Metropolitana de Santiago
"Antofagasta, Antofagasta, CL (-23.983, -70.442)",Antofagasta
Bahia Exploradores (Puerto Groose),Aisén del General Carlos Ibáñez del Campo
Playa camping aventura Silva,Los Lagos
Mirador Cayumapu,Los Ríos
"Avenida Septima Industrial, Mejillones, Antofagasta, CL (-23.072, -70.371)",Antofagasta
"74 Ruta 199, Villarrica, Araucanía, CL (-39.295, -72.109)",Araucanía
T305 - Máfil,Los Ríos
"Pichimapu, Villarrica, Araucanía, CL (-39.302, -72.111)",Araucanía
"621 El Quisco, Antofagasta, Antofagasta, CL (-23.672, -70.409)",Antofagasta
"Vía sin nombre, Cochrane, Aysén, CL (-47,242, -72,569)",Aisén del General Carlos Ibáñez del Campo
katriko,Los Ríos
"Cunco, Araucanía, CL (-39,027, -71,687)",Araucanía
"Playa Curiñanco, Valdivia",Los Ríos
Paseo Quilque,Bío-Bío
"233 Panamericana Sur, Castro, Los Lagos, CL (-42,481, -73,771)",Los Lagos
"Abtao 2, Calbuco, Los Lagos, CL (-41,765, -73,402)",Los Lagos
Acceso Parque Oncol Valdivia,Los Ríos
"500 Avenida El Bosque Norte, Las Condes, Región Metropolitana, CL (-33,413, -70,606)",Región Metropolitana de Santiago
Ruta 202 - Río Cayumapu,Los Ríos
"Cochamo, Los Lagos, CL (-42.108, -71.739)",Los Lagos
Playa Chanchan,Los Ríos
Ruta Punta Arenas- Puerto Natales,Magallanes
Isla Maiquillahue - Pingüinos,Los Ríos
"D-215, La Serena, Coquimbo, CL (-29.754, -70.866)",Coquimbo
SAN GREGORIO,Magallanes
"Auto selected -57.94505, -63.94720",Magallanes
"-22.500099, -68.957412 (Camino a la cascada)",Antofagasta
"J-60, Licantén, Maule, CL (-34,997, -72,179)",Maule
yayes,Antofagasta
"549 Calle las Lilas, Maitencillo, Valparaíso, CL (-32,678, -71,438)",Valparaíso
"Puerto Montt, Los Lagos, CL (-41.458, -72.908)",Los Lagos
"702 Blanco, Llanquihue, Los Lagos, CL (-41,256, -73,002)",Los Lagos
"North Drake January 20, 2022",Magallanes
"217 Montt, Llanquihue, Los Lagos, CL (-41,253, -73,005)",Los Lagos
"W-555, Castro, Los Lagos, CL (-42.474, -73.685)",Los Lagos
"Camino Interior San Ramón, Melipilla, Región Metropolitana, CL (-33,569, -71,157)",Región Metropolitana de Santiago
Malalcahuello - Cerro Caracoles,Araucanía
Carahue suroeste,Araucanía
"21 de Mayo, Punta Arenas CL-Magallanes y de la Antártica Chilena -53.17486, -70.91879",Magallanes
"At sea, Drake Passage",Magallanes
Plaza Chena Interior,Atacama
camino el yeso,Región Metropolitana de Santiago
"San Juan de la Costa, Los Lagos, CL (-40,516, -73,383)",Los Lagos
S-201 Cajon,Araucanía
"Parque Lipangue, Lampa CL-Metropolitana de Santiago -33.32148, -70.83859",Región Metropolitana de Santiago
"Padre Juan Todesco, Chaiten, Los Lagos, CL (-42,913, -72,704)",Los Lagos
Bellavista 138,Valparaíso
